Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FGpct,Threes,ThreesA,Threepct,Twos,TwosA,Twopct,eFGpct,FT,FTA,FTpct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PlayerID
1,Precious Achiuwa,C-PF,24,TOT,35,0,15.8,2.6,5.6,45.7%,0.4,1.5,26.9%,2.2,4.1,0.524,49.2%,0.8,1.3,58.7%,1.9,3,4.9,1.3,0.5,0.5,1,1.5,6.3,achiupr01
2,Precious Achiuwa,C,24,TOR,25,0,17.5,3.1,6.8,45.9%,0.5,1.9,27.7%,2.6,4.9,0.528,49.7%,1,1.7,57.1%,2,3.4,5.4,1.8,0.6,0.5,1.2,1.6,7.7,achiupr01
3,Precious Achiuwa,PF,24,NYK,10,0,11.7,1.2,2.7,44.4%,0.1,0.5,20.0%,1.1,2.2,0.5,46.3%,0.3,0.4,75.0%,1.6,1.9,3.5,0.3,0.3,0.6,0.6,1.3,2.8,achiupr01
4,Bam Adebayo,C,26,MIA,31,31,34.9,7.9,15.7,50.5%,0,0.3,11.1%,7.9,15.4,0.513,50.6%,5.6,7.3,77.8%,2.2,8.4,10.5,4.2,1,0.9,2.5,2.5,21.5,adebaba01
5,Ochai Agbaji,SG,23,UTA,43,10,20.2,2.3,5.2,43.6%,1,3,32.8%,1.3,2.2,0.585,53.1%,0.3,0.5,75.0%,0.8,1.8,2.6,1,0.6,0.5,0.7,1.5,5.9,agbajoc01
6,Santi Aldama,PF,23,MEM,31,5,23.1,3.9,9,43.6%,1.5,4.5,34.0%,2.4,4.5,0.532,52.1%,1.1,1.7,61.1%,1.2,4.3,5.5,1.6,0.6,0.7,1.1,1.7,10.5,aldamsa01
7,Nickeil Alexander-Walker,SG,25,MIN,41,12,22.4,2.4,5.6,42.0%,1.3,3.8,35.7%,1,1.9,0.545,53.9%,0.4,0.6,69.6%,0.4,1.3,1.7,2.4,0.9,0.6,1,1.9,6.5,alexani01
8,Grayson Allen,SG,28,PHO,35,35,33.4,4.7,9.3,50.3%,2.8,5.8,48.0%,1.9,3.5,0.541,65.3%,1.8,1.9,91.2%,0.8,3.4,4.2,2.9,0.9,0.7,1.5,2.2,13.9,allengr01
9,Jarrett Allen,C,25,CLE,34,34,30.2,6.1,9.1,66.5%,0,0,0.0%,6.1,9.1,0.667,66.5%,2.7,3.5,75.8%,3.5,6.7,10.2,3,0.9,1,1.7,2.4,14.8,allenja01
10,Jose Alvarado,PG,25,NOP,25,0,16.8,2.5,6,41.1%,1.3,3.4,39.3%,1.2,2.7,0.433,52.0%,0.8,1.2,64.5%,0.5,1.8,2.2,1.9,1,0.4,0.8,1.5,7.1,alvarjo01
11,Kyle Anderson,PF,30,MIN,41,2,22.7,2.6,5.5,46.9%,0.1,0.6,15.4%,2.5,4.8,0.51,47.8%,1.4,2,69.1%,0.7,2.9,3.6,3.9,0.8,0.7,1.4,1.6,6.6,anderky01
12,Giannis Antetokounmpo,PF,29,MIL,39,39,35.1,11.6,19.1,60.8%,0.4,1.7,23.5%,11.2,17.3,0.646,61.9%,7.6,11.2,67.7%,2.7,8.7,11.4,5.9,1.3,1.1,3.6,2.9,31.2,antetgi01
13,Thanasis Antetokounmpo,PF,31,MIL,17,0,4.4,0.4,0.8,50.0%,0,0,0.0%,0.4,0.8,0.5,50.0%,0,0,0.0%,0.2,0.2,0.5,0.5,0.1,0.2,0.5,0.8,0.8,antetth01
14,Cole Anthony,PG,23,ORL,40,0,24.8,4.7,10.6,43.8%,1.2,3.8,32.7%,3.4,6.9,0.498,49.5%,3.1,3.7,83.2%,1.1,3.2,4.3,3.3,0.8,0.5,1.8,2.7,13.6,anthoco01
15,OG Anunoby,SF,26,TOT,37,37,34.2,5.7,11.5,49.6%,2.2,5.6,38.8%,3.5,5.9,0.601,59.1%,1.4,1.8,77.9%,1,3.2,4.2,2.3,1.1,0.6,1.5,2.4,15.1,anunoog01
16,OG Anunoby,SF,26,TOR,27,27,33.3,5.8,11.9,48.9%,2.3,6,37.4%,3.6,5.9,0.608,58.4%,1.2,1.7,71.7%,0.9,3,3.9,2.7,1,0.5,1.6,2.3,15.1,anunoog01
17,OG Anunoby,SF,26,NYK,10,10,36.7,5.5,10.6,51.9%,2,4.6,43.5%,3.5,6,0.583,61.3%,2,2.2,90.9%,1.4,3.6,5,1.4,1.2,1,1.3,2.6,15,anunoog01
18,Ryan Arcidiacono,PG,29,NYK,15,0,2.3,0,0.3,0.0%,0,0.3,0.0%,0,0,0,0.0%,0,0,0.0%,0,0.4,0.4,0.2,0.1,0,0,0.3,0,arcidry01
19,Deni Avdija,SF,23,WAS,40,40,27.4,4.6,9.3,49.7%,1,2.7,35.2%,3.7,6.6,0.557,54.9%,2.2,2.9,76.3%,1.1,5,6.1,3.9,0.9,0.4,1.8,2.5,12.3,avdijde01
20,Deandre Ayton,C,25,POR,24,24,31.7,6,10.9,54.8%,0,0,0.0%,6,10.9,0.548,54.8%,1.2,1.5,77.8%,3.4,7.3,10.8,1.6,1.2,0.7,2.1,2.5,13.1,aytonde01
21,Udoka Azubuike,C,24,PHO,10,0,7.9,1.4,1.8,77.8%,0,0,0.0%,1.4,1.8,0.778,77.8%,0.2,0.7,28.6%,0.9,1.5,2.4,0.2,0,0.6,0.3,1.3,3,azubuud01
22,Ibou Badji,C,21,POR,11,1,14.5,0.8,1.4,60.0%,0,0,0.0%,0.8,1.4,0.6,60.0%,0.3,0.5,50.0%,1.6,2.3,3.9,0.7,0.2,1.5,0.8,2.9,1.9,badjiib01
23,Marvin Bagley III,C-PF,24,TOT,27,11,19.1,4.3,7.3,59.4%,0,0.2,16.7%,4.3,7.1,0.607,59.6%,1.9,2.4,75.8%,1.9,2.9,4.8,1.1,0.3,0.6,1.2,1.6,10.6,baglema01
24,Marvin Bagley III,C,24,DET,26,10,18.4,4.1,7,59.1%,0,0.2,16.7%,4.1,6.7,0.606,59.4%,1.9,2.3,82.0%,1.8,2.8,4.5,1,0.2,0.5,1.1,1.5,10.2,baglema01
25,Marvin Bagley III,PF,24,WAS,1,1,39,10,16,62.5%,0,0,0.0%,10,16,0.625,62.5%,0,5,0.0%,6,5,11,2,2,3,3,3,20,baglema01
26,Amari Bailey,PG,19,CHO,2,0,5.5,1,3,33.3%,0,1,0.0%,1,2,0.5,33.3%,0.5,1,50.0%,1,0,1,0,0,0,0.5,0,2.5,baileam01
27,Patrick Baldwin Jr.,SF,21,WAS,12,0,7.5,0.9,2.3,40.7%,0.5,1.1,46.2%,0.4,1.2,0.357,51.9%,0.5,0.7,75.0%,0.4,1.8,2.2,0.5,0.1,0.2,0.3,1.1,2.8,baldwpa01
28,LaMelo Ball,PG,22,CHO,18,18,32.8,8.6,19.7,43.4%,3.4,9.3,36.9%,5.1,10.4,0.492,52.1%,4.3,4.9,87.6%,1.4,4.2,5.6,7.8,1.7,0.2,3.9,3.6,24.9,ballla01
29,Mo Bamba,C,25,PHI,24,0,9,1.6,3,54.9%,0.4,0.8,55.6%,1.2,2.2,0.547,62.0%,0.6,0.9,66.7%,1.4,1.7,3,0.5,0.4,0.8,0.6,1.2,4.3,bambamo01
30,Paolo Banchero,PF,21,ORL,41,41,35,8.2,18.1,45.0%,1.4,4,35.2%,6.8,14.1,0.478,48.9%,5.1,7.4,69.9%,1.2,5.8,7,4.9,1.1,0.6,3.2,2.1,22.9,banchpa01
31,Desmond Bane,SG,25,MEM,37,37,34.5,8.9,18.8,47.4%,3.3,8.6,38.4%,5.6,10.2,0.551,56.3%,3.3,3.8,86.4%,0.9,3.6,4.6,5.3,1,0.5,2.7,2.9,24.4,banede01
32,Dalano Banton,PG,24,BOS,20,1,7.2,0.9,2.1,42.9%,0.1,0.6,16.7%,0.8,1.5,0.533,45.2%,0.7,0.9,77.8%,0.6,1.1,1.7,0.6,0.2,0.2,0.5,1,2.6,bantoda01
33,Dominick Barlow,PF,20,SAS,18,1,12.4,1.4,3.4,41.9%,0.1,0.3,33.3%,1.3,3.1,0.429,43.5%,0.7,1.2,57.1%,1.1,2.2,3.3,1,0.4,0.5,0.2,1.4,3.7,barlodo01
34,Harrison Barnes,PF,31,SAC,41,41,29.1,3.6,7.6,47.4%,1.7,4.3,39.4%,1.9,3.3,0.578,58.5%,1.7,2.1,80.5%,0.8,2,2.8,1.3,0.7,0.1,0.7,1.3,10.6,barneha02
35,Scottie Barnes,SG,22,TOR,42,42,35.1,7.7,15.9,48.5%,2.1,5.6,37.2%,5.6,10.3,0.546,55.0%,3,4,74.7%,2.3,6.1,8.4,5.6,1.4,1.5,2.6,2.1,20.4,barnesc01
36,RJ Barrett,SG,23,TOT,36,36,30.6,6.7,14.6,45.5%,1.7,4.8,34.7%,5,9.8,0.508,51.2%,3.8,4.8,79.5%,0.8,4.2,5,2.8,0.5,0.4,1.8,2.1,18.8,barrerj01
37,RJ Barrett,SG,23,NYK,26,26,29.5,6.3,14.9,42.3%,1.7,5,33.1%,4.7,9.9,0.469,47.8%,4,4.8,83.1%,0.7,3.5,4.3,2.4,0.5,0.3,1.8,1.7,18.2,barrerj01
38,RJ Barrett,SG,23,TOR,10,10,33.5,7.6,13.9,54.7%,1.7,4.3,39.5%,5.9,9.6,0.615,60.8%,3.3,4.7,70.2%,0.9,6,6.9,3.6,0.6,0.4,1.8,3.2,20.2,barrerj01
39,Charles Bassey,C,23,SAS,19,0,10.8,1.5,2.1,72.5%,0,0.1,0.0%,1.5,2.1,0.744,72.5%,0.3,0.3,83.3%,1.2,2.8,4,1.1,0.4,0.9,0.8,1.6,3.3,bassech01
40,Emoni Bates,SF,20,CLE,10,0,7.6,0.6,2.5,24.0%,0.5,2,25.0%,0.1,0.5,0.2,34.0%,0.1,0.2,50.0%,0.1,0.9,1,0.6,0.1,0.2,0.1,0.5,1.8,batesem01
41,Keita Bates-Diop,SF,28,PHO,29,8,16.4,1.7,4.2,39.0%,0.5,1.8,26.9%,1.2,2.4,0.479,44.7%,0.9,1.2,73.5%,0.8,2,2.8,0.9,0.6,0.5,0.2,1,4.7,bateske01
42,Nicolas Batum,PF,35,TOT,28,21,24.7,2.1,4,51.8%,1.4,2.9,46.3%,0.7,1.1,0.667,68.8%,0.3,0.5,64.3%,1.1,2.7,3.8,2.2,0.6,0.8,0.6,1.9,5.8,batumni01
43,Nicolas Batum,PF,35,LAC,3,0,18,1,2.7,37.5%,0.7,2.3,28.6%,0.3,0.3,1,50.0%,0,0,0.0%,0,2.3,2.3,1.7,1,1.3,0.3,1.7,2.7,batumni01
44,Nicolas Batum,PF,35,PHI,25,21,25.5,2.2,4.2,52.9%,1.4,3,48.0%,0.8,1.2,0.655,70.2%,0.4,0.6,64.3%,1.2,2.7,3.9,2.3,0.6,0.8,0.7,2,6.2,batumni01
45,Bradley Beal,SG,30,PHO,16,16,31.8,6.9,13.7,50.7%,1.6,3.9,39.7%,5.4,9.8,0.551,56.4%,2.4,3.3,75.0%,0.8,3.2,3.9,3.9,0.9,0.4,2.3,2.6,17.9,bealbr01
46,Malik Beasley,SG,27,MIL,39,39,29.2,4.2,8.6,49.0%,2.9,6.2,47.5%,1.3,2.4,0.527,66.1%,0.3,0.4,75.0%,0.7,3.4,4.1,1.4,0.7,0.1,0.6,2,11.7,beaslma01
47,MarJon Beauchamp,SF,23,MIL,34,1,15.7,1.9,4,47.4%,0.7,1.8,40.3%,1.1,2.1,0.534,56.7%,0.4,0.6,60.0%,0.6,1.9,2.5,0.9,0.3,0.2,0.7,1.4,4.9,beaucma01
48,Jules Bernard,SG,24,WAS,3,0,5,0.3,2.7,12.5%,0,2,0.0%,0.3,0.7,0.5,12.5%,0,0,0.0%,0.3,0,0.3,0.3,0,0,0.3,1,0.7,bernaju01
49,Dāvis Bertāns,PF,31,OKC,12,0,6.9,0.8,2,37.5%,0.8,1.8,40.9%,0,0.2,0,56.3%,1.2,1.3,93.3%,0.2,0.7,0.8,0.7,0.2,0.2,0.1,0.8,3.4,bertada01
50,Patrick Beverley,PG,35,PHI,38,1,18.3,1.9,4.4,42.9%,0.7,2.2,31.3%,1.2,2.2,0.541,50.6%,0.9,1.2,76.1%,0.7,2.3,3,2.5,0.5,0.3,0.8,1.7,5.4,beverpa01
51,Saddiq Bey,SF,24,ATL,40,28,32.5,4.4,10.4,42.5%,1.8,5.6,32.7%,2.6,4.8,0.539,51.3%,2.2,2.7,82.1%,2.5,4,6.5,1.3,1,0.2,1,1.6,12.9,beysa01
52,Goga Bitadze,C,24,ORL,37,30,21.2,2.9,4.8,61.4%,0.1,0.2,22.2%,2.9,4.5,0.635,61.9%,1.2,1.8,67.6%,2.6,4.1,6.6,1.7,0.7,1.6,0.8,2.4,7.1,bitadgo01
53,Onuralp Bitim,SG,24,CHI,1,0,3,0,0,0.0%,0,0,0.0%,0,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,bitimon01
54,Bismack Biyombo,C,31,MEM,30,27,23.9,2.2,4,56.3%,0,0,0.0%,2.2,4,0.563,56.3%,0.7,1.5,47.8%,1.9,4.5,6.4,1.7,0.3,1.1,1.3,2.7,5.2,biyombi01
55,Anthony Black,PG,20,ORL,38,28,19.5,1.9,3.9,49.3%,0.5,1.4,34.6%,1.4,2.5,0.573,55.4%,0.7,1.1,60.5%,0.6,1.9,2.4,1.7,0.7,0.4,1,2,5,blackan01
56,Leaky Black,SF,24,CHO,11,0,5.4,0.5,0.9,60.0%,0.1,0.3,33.3%,0.5,0.6,0.714,65.0%,0,0.2,0.0%,0.2,0.5,0.6,0.4,0.3,0.3,0.2,0.3,1.2,blackle01
57,Bogdan Bogdanović,SG,31,ATL,38,2,27.9,6,14.1,42.5%,3.1,8.5,36.7%,2.9,5.6,0.512,53.5%,1.7,1.9,90.1%,0.6,2.7,3.2,2.6,1.4,0.2,1.1,2.4,16.8,bogdabo01
58,Bojan Bogdanović,PF,34,DET,20,19,33.7,7.2,15.2,47.0%,3,7.4,40.8%,4.2,7.9,0.529,56.9%,2.5,3.4,74.6%,0.7,3.2,3.8,2.7,1.1,0.1,2.4,2.2,19.8,bogdabo02
59,Bol Bol,PF,24,PHO,12,0,7.2,1.4,1.9,73.9%,0.3,0.4,60.0%,1.2,1.5,0.778,80.4%,0.3,0.4,80.0%,0.8,1.5,2.3,0.5,0.3,0.5,0.5,0.8,3.4,bolbo01
60,Marques Bolden,C,25,MIL,2,0,1.5,0,0,0.0%,0,0,0.0%,0,0,0,0.0%,0,0,0.0%,0,1,1,0,0,0,0,0.5,0,boldema01
61,Devin Booker,PG,27,PHO,31,31,35.9,9.1,18.8,48.3%,2,5.4,36.9%,7.1,13.4,0.529,53.6%,6.1,6.9,88.7%,0.7,4.1,4.8,7.8,0.8,0.4,2.9,3.3,26.2,bookede01
62,Brandon Boston Jr.,SF,22,LAC,8,0,7.4,1.6,4,40.6%,0.5,1.8,28.6%,1.1,2.3,0.5,46.9%,0.8,0.8,100.0%,0.4,0.6,1,0.5,0.1,0,0.4,1.3,4.5,bostobr01
63,Chris Boucher,PF,31,TOR,39,0,14.3,2.1,4.4,47.4%,0.7,2,33.3%,1.4,2.4,0.589,54.9%,1.3,1.7,75.0%,1.2,2.9,4.1,0.4,0.3,0.5,0.5,1.4,6.2,bouchch01
64,James Bouknight,SG,23,CHO,10,0,6.4,1.4,3,46.7%,1.1,2.2,50.0%,0.3,0.8,0.375,65.0%,0.1,0.2,50.0%,0.1,0.8,0.9,0.6,0,0.1,0.1,0.2,4,bouknja01
65,Jamaree Bouyea,PG,24,POR,6,0,9.5,0.8,3.5,23.8%,0,1.3,0.0%,0.8,2.2,0.385,23.8%,0,0,0.0%,0.3,1.3,1.7,1.3,0,0,1.3,0.5,1.7,bouyeja01
66,Malaki Branham,PG,20,SAS,39,21,21.6,3.6,8.3,42.9%,1,3.3,30.5%,2.6,5,0.51,48.9%,0.5,0.6,91.3%,0.3,1.7,2,2.4,0.4,0.1,1.2,1.3,8.7,branhma01
67,Christian Braun,SG,22,DEN,42,0,19.5,2.9,6.3,46.0%,0.7,1.9,38.3%,2.1,4.3,0.495,51.9%,1.3,1.9,71.8%,0.7,2.9,3.6,1.5,0.4,0.4,0.8,1.6,7.8,braunch01
68,Mikal Bridges,SF,27,BRK,40,40,34.8,7.5,16.7,44.8%,2.1,6,34.3%,5.4,10.7,0.507,51.0%,4.4,5.2,84.2%,0.9,4.4,5.3,3.7,0.9,0.5,2.4,1.7,21.4,bridgmi01
69,Miles Bridges,SF,25,CHO,27,25,36.6,7.7,16.9,45.7%,2.2,6.4,34.3%,5.6,10.6,0.526,52.2%,2.7,3.1,85.9%,0.9,6.1,7,3,1.1,0.5,2,2,20.4,bridgmi02
70,Oshae Brissett,SF,25,BOS,25,0,11.8,1.4,3,45.3%,0.4,1.2,32.3%,1,1.8,0.545,52.0%,1,1.5,68.4%,1.2,1.9,3.1,0.6,0.5,0,0.2,1.1,4.2,brissos01
71,Malcolm Brogdon,PG,31,POR,31,17,26.8,5.3,12.2,43.4%,2.1,5.2,41.0%,3.2,7,0.452,52.1%,2.1,2.6,78.0%,0.6,2.8,3.4,5.1,0.7,0.1,1.3,1.3,14.8,brogdma01
72,Armoni Brooks,PG,25,BRK,10,0,10.4,1.5,4.6,32.6%,1.1,3.2,34.4%,0.4,1.4,0.286,44.6%,0.1,0.2,50.0%,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2,brookar01
73,Dillon Brooks,SF,28,HOU,31,31,31,5,10.5,47.5%,1.8,4.5,40.0%,3.2,6,0.532,56.1%,1.8,2.1,83.3%,0.7,2.7,3.4,1.5,1,0.1,1.6,3.7,13.6,brookdi01
74,Bruce Brown,SG-PG,27,TOT,34,33,29.6,4.6,9.5,48.1%,1,3.1,32.7%,3.6,6.5,0.555,53.4%,2,2.4,81.7%,0.8,3.9,4.7,3,1.1,0.2,1.2,2.5,12.1,brownbr01
75,Bruce Brown,SG,27,IND,33,33,29.7,4.5,9.5,47.5%,1,3.1,32.7%,3.5,6.5,0.545,52.7%,2,2.5,81.7%,0.8,3.9,4.7,3,1.1,0.2,1.2,2.5,12.1,brownbr01
76,Bruce Brown,PG,27,TOR,1,0,25,7,10,70.0%,1,3,33.3%,6,7,0.857,75.0%,0,0,0.0%,2,5,7,1,1,0,0,4,15,brownbr01
77,Charlie Brown Jr.,SG,26,NYK,3,0,1.7,0.3,1.3,25.0%,0.3,1,33.3%,0,0.3,0,37.5%,0,0,0.0%,0,0,0,0,0,0,0.7,0,1,brownch02
78,Greg Brown III,PF,22,DAL,6,0,6.7,0.8,1.8,45.5%,0.2,0.5,33.3%,0.7,1.3,0.5,50.0%,0.7,1.5,44.4%,0.5,1,1.5,0.7,0,0.7,0.7,0.8,2.5,browngr01
79,Jaylen Brown,SF,27,BOS,38,38,33.5,8.9,18,49.6%,2.2,6,37.0%,6.7,12,0.559,55.8%,3.3,4.4,73.8%,0.9,4.3,5.2,3.5,1.1,0.6,2.6,2.6,23.3,brownja02
80,Kendall Brown,SG,20,IND,3,0,5.7,0.7,1.7,40.0%,0,0.3,0.0%,0.7,1.3,0.5,40.0%,1.3,2,66.7%,0.7,0,0.7,0.3,0,0,0,1.3,2.7,brownke03
81,Kobe Brown,PF,24,LAC,25,0,10,0.9,2.2,39.3%,0.4,1.4,30.6%,0.4,0.8,0.55,49.1%,0,0.1,50.0%,0.2,1.2,1.4,0.6,0.2,0.1,0.2,1.5,2.2,brownko01
82,Moses Brown,C,24,POR,9,4,9.1,1,2.3,42.9%,0,0,0.0%,1,2.3,0.429,42.9%,0,0.4,0.0%,2,3.1,5.1,0.2,0.2,0.3,0.4,1.2,2,brownmo01
83,Troy Brown Jr.,SF,24,MIN,34,3,11.6,1.5,3.3,44.2%,0.9,2.4,37.0%,0.6,0.9,0.625,57.5%,0.6,0.6,86.4%,0.4,1.6,2,1,0.2,0.1,0.5,0.7,4.4,browntr01
84,Jalen Brunson,PG,27,NYK,40,40,35.8,9.2,19.6,47.2%,2.8,6.6,42.6%,6.4,13,0.495,54.3%,5,6.1,82.6%,0.6,3.3,3.9,6.5,1,0.2,2.4,2.1,26.3,brunsja01
85,Thomas Bryant,C,26,MIA,22,3,10.8,1.9,3.3,56.2%,0,0.1,0.0%,1.9,3.2,0.586,56.2%,0.8,0.9,85.0%,1,2.2,3.2,0.6,0.3,0.2,0.7,1.1,4.5,bryanth01
86,Kobe Bufkin,SG,20,ATL,2,0,2,0,1.5,0.0%,0,0.5,0.0%,0,1,0,0.0%,0.5,1,50.0%,0.5,0.5,1,0,0,0,0,0,0.5,bufkiko01
87,Reggie Bullock,SF,32,HOU,17,0,9.3,0.8,2.1,40.0%,0.6,1.5,38.5%,0.2,0.5,0.444,54.3%,0.1,0.1,100.0%,0.1,1.3,1.4,0.5,0.1,0.1,0.2,0.5,2.3,bullore01
88,Alec Burks,SG,32,DET,34,0,19.9,3.6,9.3,39.4%,2.2,5.5,39.6%,1.5,3.8,0.391,51.1%,2.7,3,89.2%,0.4,1.8,2.2,1.4,0.4,0.3,0.7,1.5,12.1,burksal01
89,Jared Butler,SG,23,WAS,17,0,7.5,1.6,2.9,56.0%,0.6,1.4,41.7%,1.1,1.5,0.692,66.0%,0.7,0.9,80.0%,0,0.6,0.6,1.8,0.5,0.1,0.6,0.8,4.6,butleja02
90,Jimmy Butler,PF,34,MIA,26,26,33.7,6.5,13.8,47.4%,0.8,2,37.7%,5.8,11.8,0.49,50.1%,7.3,8.3,88.4%,1.9,3.2,5,4.5,1.1,0.4,1.7,1.1,21.2,butleji01
91,Jamal Cain,PF,24,MIA,14,1,14.9,2.1,4.7,43.9%,0.6,1.8,32.0%,1.5,2.9,0.512,50.0%,1,1.4,73.7%,0.9,1.2,2.1,0.2,0.6,0.3,0.3,1.1,5.7,cainja01
92,Kentavious Caldwell-Pope,SG,30,DEN,40,40,32.3,3.6,7.8,46.0%,1.5,3.8,40.7%,2.1,4.1,0.509,55.8%,1.5,1.7,90.9%,0.4,1.8,2.3,2.5,1.5,0.6,1,1.9,10.2,caldwke01
93,Toumani Camara,PF,23,POR,39,29,25,2.6,6.4,41.4%,0.8,2.9,28.6%,1.8,3.5,0.518,47.8%,0.9,1.4,67.3%,2,2.9,4.9,1,1,0.5,1.2,2.7,7.1,camarto01
94,Clint Capela,C,29,ATL,38,38,26.2,4.8,8.2,58.5%,0,0,0.0%,4.8,8.2,0.585,58.5%,1.7,2.7,64.7%,4.7,5.6,10.4,1,0.7,1.7,0.9,2.6,11.4,capelca01
95,Jevon Carter,PG,28,CHI,41,0,14.2,2,5.5,36.4%,1.2,3.6,34.2%,0.8,1.9,0.405,47.6%,0.1,0.1,60.0%,0.1,0.6,0.8,1.1,0.5,0.3,0.6,1.1,5.3,carteje01
96,Wendell Carter Jr.,C,24,ORL,15,10,23.9,3.3,7,47.6%,1.1,2.6,43.6%,2.2,4.4,0.5,55.7%,1.5,2.1,71.9%,1.5,4.5,6.1,1.7,0.4,0.6,1.1,2,9.3,cartewe01
97,Alex Caruso,SG,29,CHI,36,24,25.5,3.5,7,49.4%,1.7,4.1,41.8%,1.8,3,0.598,61.5%,1.2,1.6,76.8%,1,2.5,3.5,2.6,1.3,0.9,1.3,2.3,9.8,carusal01
98,Colin Castleton,C,23,LAL,4,0,7,1.3,2,62.5%,0,0,0.0%,1.3,2,0.625,62.5%,0.5,0.5,100.0%,0.8,1,1.8,0.8,0,0,0,1.3,3,castlco01
99,Malcolm Cazalon,SG,22,DET,1,0,3,0,0,0.0%,0,0,0.0%,0,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,cazalma01
100,Julian Champagnie,SF,22,SAS,33,18,15.2,1.8,4.7,39.6%,1.4,3.5,39.5%,0.5,1.2,0.4,54.2%,0.8,0.9,87.1%,0.3,1.7,2.1,0.9,0.6,0.5,0.7,1.1,5.9,champju02
101,Max Christie,SG,20,LAL,32,6,17.4,1.9,4.5,41.4%,0.7,2.2,32.9%,1.2,2.3,0.493,49.3%,0.6,0.8,76.9%,0.3,2.6,2.9,1.1,0.4,0.3,0.8,1.3,5.1,chrisma02
102,Sidy Cissoko,SF,19,SAS,5,0,6.4,0.2,1.2,16.7%,0,0.8,0.0%,0.2,0.4,0.5,16.7%,0.8,0.8,100.0%,0,1.2,1.2,0,0.6,0,0.2,0.4,1.2,cissosi01
103,Jordan Clarkson,SG,31,UTA,33,19,30.1,6.4,15.2,41.7%,1.8,5.6,31.4%,4.6,9.6,0.478,47.5%,3.4,3.8,88.2%,1.1,2.5,3.5,5.2,0.7,0.2,2.9,1.4,17.9,clarkjo01
104,Nic Claxton,C,24,BRK,30,30,28.9,5.2,8.1,63.8%,0,0,100.0%,5.1,8.1,0.636,64.0%,1.7,3,57.8%,3.1,7,10.1,1.7,0.6,2.3,1.2,2.5,12.1,claxtni01
105,Noah Clowney,PF,19,BRK,2,0,13.5,3,4.5,66.7%,0,0.5,0.0%,3,4,0.75,66.7%,1,1,100.0%,1.5,1,2.5,1,0,0,0.5,1.5,7,clownno01
106,Amir Coffey,SF,26,LAC,28,6,15.4,1.7,3.1,54.0%,0.6,1.6,38.6%,1.1,1.5,0.698,63.8%,0.5,0.6,81.3%,0.4,1.2,1.6,0.6,0.3,0,0.4,1,4.4,coffeam01
107,John Collins,PF,26,UTA,39,37,27.8,5.3,10.6,50.5%,1.4,3.6,37.3%,4,6.9,0.574,56.9%,1.9,2.4,78.9%,2,5.6,7.6,1,0.6,0.8,1.5,2.7,13.9,collijo01
108,Zach Collins,C,26,SAS,31,23,26.1,4.9,10,49.5%,1.1,3.5,31.2%,3.8,6.5,0.595,55.0%,2,2.5,79.2%,1.9,4.1,6,3.3,0.6,0.8,2.3,3.4,12.9,colliza01
109,Mike Conley,PG,36,MIN,40,40,29.2,3.8,8.2,45.7%,2.4,5.3,45.2%,1.4,3,0.466,60.2%,1.2,1.3,92.3%,0.4,2.4,2.8,6.5,1,0.2,1,1.7,11.1,conlemi01
110,Pat Connaughton,SF,31,MIL,35,0,22,1.9,4.5,42.9%,1.2,3.2,36.3%,0.7,1.2,0.605,56.1%,0.4,0.5,73.7%,0.7,2.7,3.3,1.8,0.4,0.2,0.5,1.2,5.4,connapa01
111,Bilal Coulibaly,SF,19,WAS,39,1,26.3,2.9,6.3,46.7%,1,2.6,38.8%,1.9,3.7,0.524,54.9%,1.2,1.8,66.7%,0.8,3.5,4.3,1.8,0.8,0.7,1.3,2.2,8.2,coulibi01
112,Ricky Council IV,SG,22,PHI,1,0,6,0,1,0.0%,0,1,0.0%,0,0,0,0.0%,0,0,0.0%,0,0,0,0,0,0,0,0,0,councri01
113,Robert Covington,SF-PF,33,TOT,29,6,16.8,1.5,3.4,43.9%,0.7,1.9,33.9%,0.8,1.4,0.571,53.6%,0.8,0.9,84.6%,1.1,2.3,3.3,0.8,1.3,0.6,0.4,1.9,4.4,covinro01
114,Robert Covington,PF,33,LAC,3,3,23,1,3,33.3%,0.7,2.7,25.0%,0.3,0.3,1,44.4%,0.3,0.7,50.0%,0.7,2,2.7,2.3,2,0.7,0,2.3,3,covinro01
115,Robert Covington,SF,33,PHI,26,3,16.1,1.5,3.4,44.9%,0.7,1.8,35.4%,0.9,1.6,0.561,54.5%,0.8,0.9,87.5%,1.1,2.3,3.4,0.7,1.3,0.6,0.4,1.9,4.5,covinro01
116,Torrey Craig,SF,33,CHI,27,7,21.2,2.2,5.1,42.4%,1.1,2.8,38.2%,1.1,2.3,0.476,52.9%,0.7,0.9,78.3%,1.9,3,4.8,1,0.6,0.4,0.6,2.5,6.1,craigto01
117,Jae Crowder,PF,33,MIL,10,2,25.9,3,6,50.0%,2,4.1,48.8%,1,1.9,0.526,66.7%,0.8,1.4,57.1%,0.4,3.2,3.6,1.5,0.8,0.3,0.4,1.5,8.8,crowdja01
